year,month,NAO,EA,WP,EPNP,PNA,EAWR,SCAND,TNH,POL,PT,AO,NINO34,DMI,AMO,NCP,MOI
1916,4,,,,,,,,,,,,,0.139,,,
1916,5,,,,,,,,,,,,,-0.156,,,
1916,6,,,,,,,,,,,,,-0.398,,,
1916,7,,,,,,,,,,,,,-0.686,,,
1916,8,,,,,,,,,,,,,-0.852,,,
1916,9,,,,,,,,,,,,,-1.268,,,
1916,10,,,,,,,,,,,,,-0.97,,,
1916,11,,,,,,,,,,,,,-0.706,,,
1916,12,,,,,,,,,,,,,-0.28,,,
1917,1,,,,,,,,,,,,,-0.03,,,
1917,2,,,,,,,,,,,,,-0.047,,,
1917,3,,,,,,,,,,,,,-0.092,,,
1917,4,,,,,,,,,,,,,-0.236,,,
1917,5,,,,,,,,,,,,,-0.408,,,
1917,6,,,,,,,,,,,,,-0.341,,,
1917,7,,,,,,,,,,,,,-0.591,,,
1917,8,,,,,,,,,,,,,-0.435,,,
1917,9,,,,,,,,,,,,,-0.872,,,
1917,10,,,,,,,,,,,,,-1.065,,,
1917,11,,,,,,,,,,,,,-0.897,,,
1917,12,,,,,,,,,,,,,-0.67,,,
1918,1,,,,,,,,,,,,,0.013,,,
1918,2,,,,,,,,,,,,,0.136,,,
1918,3,,,,,,,,,,,,,0.107,,,
1918,4,,,,,,,,,,,,,-0.294,,,
1918,5,,,,,,,,,,,,,-0.42,,,
1918,6,,,,,,,,,,,,,-0.203,,,
1918,7,,,,,,,,,,,,,-0.129,,,
1918,8,,,,,,,,,,,,,-0.078,,,
1918,9,,,,,,,,,,,,,-0.0,,,
1918,10,,,,,,,,,,,,,0.152,,,
1918,11,,,,,,,,,,,,,0.195,,,
1918,12,,,,,,,,,,,,,0.057,,,
1919,1,,,,,,,,,,,,,-0.027,,,
1919,2,,,,,,,,,,,,,-0.116,,,
1919,3,,,,,,,,,,,,,-0.269,,,
1919,4,,,,,,,,,,,,,-0.407,,,
1919,5,,,,,,,,,,,,,-0.4,,,
1919,6,,,,,,,,,,,,,-0.356,,,
1919,7,,,,,,,,,,,,,-0.176,,,
1919,8,,,,,,,,,,,,,-0.319,,,
1919,9,,,,,,,,,,,,,-0.22,,,
1919,10,,,,,,,,,,,,,-0.349,,,
1919,11,,,,,,,,,,,,,-0.262,,,
1919,12,,,,,,,,,,,,,-0.406,,,
1920,1,,,,,,,,,,,,,0.018,,,
1920,2,,,,,,,,,,,,,0.054,,,
1920,3,,,,,,,,,,,,,0.14,,,
1920,4,,,,,,,,,,,,,0.058,,,
1920,5,,,,,,,,,,,,,0.27,,,
1920,6,,,,,,,,,,,,,-0.057,,,
1920,7,,,,,,,,,,,,,-0.589,,,
1920,8,,,,,,,,,,,,,-0.601,,,
1920,9,,,,,,,,,,,,,-0.609,,,
1920,10,,,,,,,,,,,,,-0.446,,,
1920,11,,,,,,,,,,,,,-0.576,,,
1920,12,,,,,,,,,,,,,-0.388,,,
1921,1,,,,,,,,,,,,,-0.296,,,
1921,2,,,,,,,,,,,,,-0.164,,,
1921,3,,,,,,,,,,,,,-0.081,,,
1921,4,,,,,,,,,,,,,-0.189,,,
1921,5,,,,,,,,,,,,,-0.042,,,
1921,6,,,,,,,,,,,,,-0.214,,,
1921,7,,,,,,,,,,,,,-0.442,,,
1921,8,,,,,,,,,,,,,-0.931,,,
1921,9,,,,,,,,,,,,,-0.548,,,
1921,10,,,,,,,,,,,,,-0.474,,,
1921,11,,,,,,,,,,,,,-0.484,,,
1921,12,,,,,,,,,,,,,-0.383,,,
1922,1,,,,,,,,,,,,,-0.382,,,
1922,2,,,,,,,,,,,,,-0.197,,,
1922,3,,,,,,,,,,,,,0.079,,,
1922,4,,,,,,,,,,,,,-0.39,,,
1922,5,,,,,,,,,,,,,-0.376,,,
1922,6,,,,,,,,,,,,,-0.068,,,
1922,7,,,,,,,,,,,,,-0.549,,,
1922,8,,,,,,,,,,,,,-0.415,,,
1922,9,,,,,,,,,,,,,-0.511,,,
1922,10,,,,,,,,,,,,,-0.529,,,
1922,11,,,,,,,,,,,,,-0.547,,,
1922,12,,,,,,,,,,,,,-0.304,,,
1923,1,,,,,,,,,,,,,-0.204,,,
1923,2,,,,,,,,,,,,,-0.413,,,
1923,3,,,,,,,,,,,,,-0.281,,,
1923,4,,,,,,,,,,,,,-0.239,,,
1923,5,,,,,,,,,,,,,-0.312,,,
1923,6,,,,,,,,,,,,,-0.102,,,
1923,7,,,,,,,,,,,,,-0.403,,,
1923,8,,,,,,,,,,,,,-0.001,,,
1923,9,,,,,,,,,,,,,0.241,,,
1923,10,,,,,,,,,,,,,0.276,,,
1923,11,,,,,,,,,,,,,0.447,,,
1923,12,,,,,,,,,,,,,-0.202,,,
1924,1,,,,,,,,,,,,,-0.434,,,
1924,2,,,,,,,,,,,,,-0.596,,,
1924,3,,,,,,,,,,,,,-0.428,,,
1924,4,,,,,,,,,,,,,-0.267,,,
1924,5,,,,,,,,,,,,,-0.415,,,
1924,6,,,,,,,,,,,,,-0.447,,,
1924,7,,,,,,,,,,,,,-0.395,,,
1924,8,,,,,,,,,,,,,-0.417,,,
1924,9,,,,,,,,,,,,,-0.652,,,
1924,10,,,,,,,,,,,,,-0.209,,,
1924,11,,,,,,,,,,,,,-0.408,,,
1924,12,,,,,,,,,,,,,-0.365,,,
1925,1,,,,,,,,,,,,,-0.317,,,
1925,2,,,,,,,,,,,,,-0.028,,,
1925,3,,,,,,,,,,,,,-0.008,,,
1925,4,,,,,,,,,,,,,0.482,,,
1925,5,,,,,,,,,,,,,-0.042,,,
1925,6,,,,,,,,,,,,,0.081,,,
1925,7,,,,,,,,,,,,,-0.167,,,
1925,8,,,,,,,,,,,,,-0.04,,,
1925,9,,,,,,,,,,,,,0.388,,,
1925,10,,,,,,,,,,,,,0.103,,,
1925,11,,,,,,,,,,,,,0.118,,,
1925,12,,,,,,,,,,,,,-0.153,,,
1926,1,,,,,,,,,,,,,-0.003,,,
1926,2,,,,,,,,,,,,,-0.358,,,
1926,3,,,,,,,,,,,,,-0.041,,,
1926,4,,,,,,,,,,,,,-0.247,,,
1926,5,,,,,,,,,,,,,-0.084,,,
1926,6,,,,,,,,,,,,,0.147,,,
1926,7,,,,,,,,,,,,,-0.231,,,
1926,8,,,,,,,,,,,,,-0.007,,,
1926,9,,,,,,,,,,,,,-0.405,,,
1926,10,,,,,,,,,,,,,-0.115,,,
1926,11,,,,,,,,,,,,,-0.49,,,
1926,12,,,,,,,,,,,,,-0.422,,,
1927,1,,,,,,,,,,,,,-0.202,,,
1927,2,,,,,,,,,,,,,0.042,,,
1927,3,,,,,,,,,,,,,-0.202,,,
1927,4,,,,,,,,,,,,,-0.398,,,
1927,5,,,,,,,,,,,,,-0.256,,,
1927,6,,,,,,,,,,,,,-0.168,,,
1927,7,,,,,,,,,,,,,-0.576,,,
1927,8,,,,,,,,,,,,,-0.611,,,
1927,9,,,,,,,,,,,,,-0.664,,,
1927,10,,,,,,,,,,,,,-0.602,,,
1927,11,,,,,,,,,,,,,-0.287,,,
1927,12,,,,,,,,,,,,,-0.378,,,
1928,1,,,,,,,,,,,,,-0.377,,,
1928,2,,,,,,,,,,,,,-0.36,,,
1928,3,,,,,,,,,,,,,-0.277,,,
1928,4,,,,,,,,,,,,,-0.313,,,
1928,5,,,,,,,,,,,,,-0.268,,,
1928,6,,,,,,,,,,,,,-0.465,,,
1928,7,,,,,,,,,,,,,-0.64,,,
1928,8,,,,,,,,,,,,,-0.891,,,
1928,9,,,,,,,,,,,,,-0.87,,,
1928,10,,,,,,,,,,,,,-0.732,,,
1928,11,,,,,,,,,,,,,-0.207,,,
1928,12,,,,,,,,,,,,,-0.372,,,
1929,1,,,,,,,,,,,,,-0.284,,,
1929,2,,,,,,,,,,,,,-0.362,,,
1929,3,,,,,,,,,,,,,-0.238,,,
1929,4,,,,,,,,,,,,,-0.222,,,
1929,5,,,,,,,,,,,,,-0.361,,,
1929,6,,,,,,,,,,,,,-0.247,,,
1929,7,,,,,,,,,,,,,-0.389,,,
1929,8,,,,,,,,,,,,,-0.487,,,
1929,9,,,,,,,,,,,,,-0.305,,,
1929,10,,,,,,,,,,,,,-0.356,,,
1929,11,,,,,,,,,,,,,-0.281,,,
1929,12,,,,,,,,,,,,,-0.024,,,
1930,1,,,,,,,,,,,,,-0.423,,,
1930,2,,,,,,,,,,,,,-0.513,,,
1930,3,,,,,,,,,,,,,-0.32,,,
1930,4,,,,,,,,,,,,,-0.245,,,
1930,5,,,,,,,,,,,,,-0.444,,,
1930,6,,,,,,,,,,,,,-0.138,,,
1930,7,,,,,,,,,,,,,-0.405,,,
1930,8,,,,,,,,,,,,,-0.33,,,
1930,9,,,,,,,,,,,,,-0.802,,,
1930,10,,,,,,,,,,,,,-0.417,,,
1930,11,,,,,,,,,,,,,0.112,,,
1930,12,,,,,,,,,,,,,-0.114,,,
1931,1,,,,,,,,,,,,,-0.058,,,
1931,2,,,,,,,,,,,,,-0.334,,,
1931,3,,,,,,,,,,,,,-0.548,,,
1931,4,,,,,,,,,,,,,-0.524,,,
1931,5,,,,,,,,,,,,,-0.258,,,
1931,6,,,,,,,,,,,,,-0.28,,,
1931,7,,,,,,,,,,,,,-0.414,,,
1931,8,,,,,,,,,,,,,-0.502,,,
1931,9,,,,,,,,,,,,,-1.011,,,
1931,10,,,,,,,,,,,,,-0.596,,,
1931,11,,,,,,,,,,,,,-0.184,,,
1931,12,,,,,,,,,,,,,-0.812,,,
1932,1,,,,,,,,,,,,,-0.426,,,
1932,2,,,,,,,,,,,,,-0.58,,,
1932,3,,,,,,,,,,,,,-0.438,,,
1932,4,,,,,,,,,,,,,-0.126,,,
1932,5,,,,,,,,,,,,,-0.378,,,
1932,6,,,,,,,,,,,,,-0.396,,,
1932,7,,,,,,,,,,,,,-0.246,,,
1932,8,,,,,,,,,,,,,-0.489,,,
1932,9,,,,,,,,,,,,,-0.403,,,
1932,10,,,,,,,,,,,,,-0.729,,,
1932,11,,,,,,,,,,,,,-0.314,,,
1932,12,,,,,,,,,,,,,-0.033,,,
1933,1,,,,,,,,,,,,,-0.189,,,
1933,2,,,,,,,,,,,,,-0.092,,,
1933,3,,,,,,,,,,,,,0.039,,,
1933,4,,,,,,,,,,,,,0.177,,,
1933,5,,,,,,,,,,,,,-0.344,,,
1933,6,,,,,,,,,,,,,-0.307,,,
1933,7,,,,,,,,,,,,,-0.469,,,
1933,8,,,,,,,,,,,,,-0.631,,,
1933,9,,,,,,,,,,,,,-1.567,,,
1933,10,,,,,,,,,,,,,-0.986,,,
1933,11,,,,,,,,,,,,,-0.604,,,
1933,12,,,,,,,,,,,,,-0.472,,,
1934,1,,,,,,,,,,,,,-0.611,,,
1934,2,,,,,,,,,,,,,-0.251,,,
1934,3,,,,,,,,,,,,,-0.166,,,
1934,4,,,,,,,,,,,,,-0.134,,,
1934,5,,,,,,,,,,,,,-0.2,,,
1934,6,,,,,,,,,,,,,-0.016,,,
1934,7,,,,,,,,,,,,,-0.325,,,
1934,8,,,,,,,,,,,,,-0.012,,,
1934,9,,,,,,,,,,,,,-0.498,,,
1934,10,,,,,,,,,,,,,-0.322,,,
1934,11,,,,,,,,,,,,,-0.155,,,
1934,12,,,,,,,,,,,,,-0.16,,,
1935,1,,,,,,,,,,,,,0.008,,,
1935,2,,,,,,,,,,,,,-0.054,,,
1935,3,,,,,,,,,,,,,0.119,,,
1935,4,,,,,,,,,,,,,-0.216,,,
1935,5,,,,,,,,,,,,,0.063,,,
1935,6,,,,,,,,,,,,,0.091,,,
1935,7,,,,,,,,,,,,,0.052,,,
1935,8,,,,,,,,,,,,,-0.025,,,
1935,9,,,,,,,,,,,,,-0.246,,,
1935,10,,,,,,,,,,,,,-0.304,,,
1935,11,,,,,,,,,,,,,0.119,,,
1935,12,,,,,,,,,,,,,0.022,,,
1936,1,,,,,,,,,,,,,0.086,,,
1936,2,,,,,,,,,,,,,-0.389,,,
1936,3,,,,,,,,,,,,,-0.211,,,
1936,4,,,,,,,,,,,,,-0.069,,,
1936,5,,,,,,,,,,,,,-0.192,,,
1936,6,,,,,,,,,,,,,0.064,,,
1936,7,,,,,,,,,,,,,-0.073,,,
1936,8,,,,,,,,,,,,,-0.437,,,
1936,9,,,,,,,,,,,,,-0.446,,,
1936,10,,,,,,,,,,,,,-0.692,,,
1936,11,,,,,,,,,,,,,-0.063,,,
1936,12,,,,,,,,,,,,,-0.318,,,
1937,1,,,,,,,,,,,,,-0.113,,,
1937,2,,,,,,,,,,,,,-0.231,,,
1937,3,,,,,,,,,,,,,-0.256,,,
1937,4,,,,,,,,,,,,,-0.403,,,
1937,5,,,,,,,,,,,,,0.042,,,
1937,6,,,,,,,,,,,,,-0.297,,,
1937,7,,,,,,,,,,,,,-0.547,,,
1937,8,,,,,,,,,,,,,-0.252,,,
1937,9,,,,,,,,,,,,,-0.09,,,
1937,10,,,,,,,,,,,,,-0.304,,,
1937,11,,,,,,,,,,,,,-0.115,,,
1937,12,,,,,,,,,,,,,-0.139,,,
1938,1,,,,,,,,,,,,,-0.084,,,
1938,2,,,,,,,,,,,,,-0.217,,,
1938,3,,,,,,,,,,,,,0.009,,,
1938,4,,,,,,,,,,,,,-0.345,,,
1938,5,,,,,,,,,,,,,0.016,,,
1938,6,,,,,,,,,,,,,-0.407,,,
1938,7,,,,,,,,,,,,,-0.621,,,
1938,8,,,,,,,,,,,,,-0.149,,,
1938,9,,,,,,,,,,,,,-0.457,,,
1938,10,,,,,,,,,,,,,-0.611,,,
1938,11,,,,,,,,,,,,,-0.712,,,
1938,12,,,,,,,,,,,,,-0.541,,,
1939,1,,,,,,,,,,,,,-0.125,,,
1939,2,,,,,,,,,,,,,0.209,,,
1939,3,,,,,,,,,,,,,0.021,,,
1939,4,,,,,,,,,,,,,-0.266,,,
1939,5,,,,,,,,,,,,,-0.337,,,
1939,6,,,,,,,,,,,,,-0.178,,,
1939,7,,,,,,,,,,,,,-0.405,,,
1939,8,,,,,,,,,,,,,-0.46,,,
1939,9,,,,,,,,,,,,,-0.285,,,
1939,10,,,,,,,,,,,,,-0.19,,,
1939,11,,,,,,,,,,,,,-0.319,,,
1939,12,,,,,,,,,,,,,-0.106,,,
1940,1,,,,,,,,,,,,,0.08,,,
1940,2,,,,,,,,,,,,,-0.224,,,
1940,3,,,,,,,,,,,,,-0.476,,,
1940,4,,,,,,,,,,,,,-0.493,,,
1940,5,,,,,,,,,,,,,-0.46,,,
1940,6,,,,,,,,,,,,,-0.028,,,
1940,7,,,,,,,,,,,,,-0.363,,,
1940,8,,,,,,,,,,,,,-0.253,,,
1940,9,,,,,,,,,,,,,-0.39,,,
1940,10,,,,,,,,,,,,,-0.472,,,
1940,11,,,,,,,,,,,,,-0.341,,,
1940,12,,,,,,,,,,,,,-0.316,,,
1941,1,,,,,,,,,,,,,-0.362,,,
1941,2,,,,,,,,,,,,,-0.619,,,
1941,3,,,,,,,,,,,,,-0.26,,,
1941,4,,,,,,,,,,,,,-0.278,,,
1941,5,,,,,,,,,,,,,-0.269,,,
1941,6,,,,,,,,,,,,,-0.376,,,
1941,7,,,,,,,,,,,,,-0.429,,,
1941,8,,,,,,,,,,,,,-0.419,,,
1941,9,,,,,,,,,,,,,-0.332,,,
1941,10,,,,,,,,,,,,,-0.19,,,
1941,11,,,,,,,,,,,,,0.274,,,
1941,12,,,,,,,,,,,,,-0.182,,,
1942,1,,,,,,,,,,,,,-0.193,,,
1942,2,,,,,,,,,,,,,-0.298,,,
1942,3,,,,,,,,,,,,,-0.251,,,
1942,4,,,,,,,,,,,,,-0.41,,,
1942,5,,,,,,,,,,,,,-0.599,,,
1942,6,,,,,,,,,,,,,-0.944,,,
1942,7,,,,,,,,,,,,,-0.697,,,
1942,8,,,,,,,,,,,,,-1.1,,,
1942,9,,,,,,,,,,,,,-0.946,,,
1942,10,,,,,,,,,,,,,-0.588,,,
1942,11,,,,,,,,,,,,,-0.598,,,
1942,12,,,,,,,,,,,,,-0.559,,,
1943,1,,,,,,,,,,,,,-0.49,,,
1943,2,,,,,,,,,,,,,-0.249,,,
1943,3,,,,,,,,,,,,,-0.305,,,
1943,4,,,,,,,,,,,,,-0.225,,,
1943,5,,,,,,,,,,,,,-0.188,,,
1943,6,,,,,,,,,,,,,0.151,,,
1943,7,,,,,,,,,,,,,0.095,,,
1943,8,,,,,,,,,,,,,0.036,,,
1943,9,,,,,,,,,,,,,-0.648,,,
1943,10,,,,,,,,,,,,,-0.535,,,
1943,11,,,,,,,,,,,,,-0.388,,,
1943,12,,,,,,,,,,,,,-0.386,,,
1944,1,,,,,,,,,,,,,-0.155,,,
1944,2,,,,,,,,,,,,,0.247,,,
1944,3,,,,,,,,,,,,,-0.177,,,
1944,4,,,,,,,,,,,,,-0.241,,,
1944,5,,,,,,,,,,,,,0.283,,,
1944,6,,,,,,,,,,,,,-0.115,,,
1944,7,,,,,,,,,,,,,0.053,,,
1944,8,,,,,,,,,,,,,0.051,,,
1944,9,,,,,,,,,,,,,0.001,,,
1944,10,,,,,,,,,,,,,-0.601,,,
1944,11,,,,,,,,,,,,,-0.249,,,
1944,12,,,,,,,,,,,,,0.178,,,
1945,1,,,,,,,,,,,,,-0.141,,,
1945,2,,,,,,,,,,,,,0.089,,,
1945,3,,,,,,,,,,,,,0.205,,,
1945,4,,,,,,,,,,,,,-0.33,,,
1945,5,,,,,,,,,,,,,-0.572,,,
1945,6,,,,,,,,,,,,,-0.563,,,
1945,7,,,,,,,,,,,,,-0.524,,,
1945,8,,,,,,,,,,,,,-0.656,,,
1945,9,,,,,,,,,,,,,-0.594,,,
1945,10,,,,,,,,,,,,,-0.513,,,
1945,11,,,,,,,,,,,,,-0.323,,,
1945,12,,,,,,,,,,,,,-0.327,,,
1946,1,,,,,,,,,,,,,0.067,,,
1946,2,,,,,,,,,,,,,-0.014,,,
1946,3,,,,,,,,,,,,,-0.226,,,
1946,4,,,,,,,,,,,,,-0.557,,,
1946,5,,,,,,,,,,,,,0.297,,,
1946,6,,,,,,,,,,,,,-0.33,,,
1946,7,,,,,,,,,,,,,-0.159,,,
1946,8,,,,,,,,,,,,,0.165,,,
1946,9,,,,,,,,,,,,,-0.071,,,
1946,10,,,,,,,,,,,,,-0.178,,,
1946,11,,,,,,,,,,,,,-0.026,,,
1946,12,,,,,,,,,,,,,-0.25,,,
1947,1,,,,,,,,,,,,,-0.288,,,
1947,2,,,,,,,,,,,,,0.028,,,
1947,3,,,,,,,,,,,,,-0.0,,,
1947,4,,,,,,,,,,,,,-0.186,,,
1947,5,,,,,,,,,,,,,0.104,,,
1947,6,,,,,,,,,,,,,-0.066,,,
1947,7,,,,,,,,,,,,,-0.632,,,
1947,8,,,,,,,,,,,,,-0.659,,,
1947,9,,,,,,,,,,,,,-0.97,,,
1947,10,,,,,,,,,,,,,-0.824,,,
1947,11,,,,,,,,,,,,,-0.32,,,
1947,12,,,,,,,,,,,,,-0.266,,,
1948,1,,,,,,,,,,,,-0.43,-0.298,-0.021,-1.4901853,-1.4204913
1948,2,,,,,,,,,,,,-0.11,-0.155,-0.034,1.0858272,0.38686675
1948,3,,,,,,,,,,,,0.12,0.024,0.022,2.8554282,1.6634517
1948,4,,,,,,,,,,,,-0.0,-0.103,-0.076,0.03856182,-0.9832218
1948,5,,,,,,,,,,,,0.43,-0.085,-0.01,-0.950632,-0.78303075
1948,6,,,,,,,,,,,,-0.06,0.059,0.049,-1.3168534,0.58606505
1948,7,,,,,,,,,,,,0.0,-0.268,-0.046,0.24062973,1.2056509
1948,8,,,,,,,,,,,,-0.22,-0.462,-0.029,-0.7144635,0.81288975
1948,9,,,,,,,,,,,,-0.47,-0.648,-0.059,0.30296576,0.5376066
1948,10,,,,,,,,,,,,-0.95,-0.293,0.001,0.3288409,-0.92464864
1948,11,,,,,,,,,,,,-1.01,-0.379,0.128,1.07188,0.95274913
1948,12,,,,,,,,,,,,0.12,-0.506,0.056,1.7095416,-0.6703143
1949,1,,,,,,,,,,,,-0.38,0.027,0.147,0.66178995,0.6003827
1949,2,,,,,,,,,,,,0.07,0.177,0.154,2.442419,1.1864063
1949,3,,,,,,,,,,,,-0.85,-0.121,0.032,0.17342833,0.012007564
1949,4,,,,,,,,,,,,-0.22,0.165,0.092,-0.007536173,-0.4867006
1949,5,,,,,,,,,,,,0.03,-0.091,-0.03,-0.6390544,-0.3666222
1949,6,,,,,,,,,,,,-1.14,-0.009,-0.005,-0.19368339,0.12056419
1949,7,,,,,,,,,,,,-0.48,-0.009,0.065,0.36409855,1.2616994
1949,8,,,,,,,,,,,,-0.5,0.011,0.096,-0.07568669,1.2080209
1949,9,,,,,,,,,,,,-0.97,-0.09,0.064,1.023483,-0.30530417
1949,10,,,,,,,,,,,,-0.81,-0.124,0.098,0.62291974,0.060875654
1949,11,,,,,,,,,,,,-1.64,-0.396,0.102,-1.2729311,-1.5345323
1949,12,,,,,,,,,,,,-1.35,-0.331,0.112,-1.0715805,-0.42125624
1950,1,0.56,-2.71,-1.69,0.91,-3.65,2.29,0.78,0.55,-0.71,,-0.0603,-1.41,-0.044,0.105,2.2898057,-0.58599705
1950,2,0.01,0.66,-1.36,-1.13,-1.69,-0.57,-0.94,-1.07,1.25,,0.6268,-1.47,-0.553,-0.04,-0.5189843,0.22081983
1950,3,-0.78,0.82,-0.38,-0.02,-0.06,-1.8,-0.22,,0.78,,-0.0081,-1.07,-0.692,-0.112,0.793086,0.12677097
1950,4,0.65,0.28,-0.5,-1.87,-0.23,-2.5,0.46,,0.1,,0.5551,-1.25,-0.474,-0.137,-2.2539582,-0.16968983
1950,5,-0.5,-0.51,0.23,-0.98,-0.4,1.41,0.28,,0.55,,0.0716,-1.35,-0.309,-0.065,0.2342611,-0.1101554
1950,6,0.25,1.24,1.31,-0.47,-1.99,1.27,0.19,,0.65,,0.5386,-1.03,-0.493,-0.049,0.2843883,0.5294397
1950,7,-1.23,0.58,1.8,1.38,-0.82,3.01,0.86,,-0.53,,-0.8025,-0.8,-0.348,-0.062,-0.059939086,0.8785883
1950,8,-0.19,-0.54,1.08,1.87,0.79,0.52,1.35,,-1.03,1.4,-0.851,-0.92,-0.22,0.014,-0.18623412,0.12837446
1950,9,0.39,0.14,1.36,0.98,-1.0,-0.32,-1.43,,-1.69,0.77,0.358,-1.27,-0.631,0.003,-0.68611145,0.37649202
1950,10,1.43,-1.29,1.45,-0.88,0.7,0.04,0.31,,-0.8,,-0.3789,-0.91,-0.59,-0.097,-0.16305694,-0.27212697
1950,11,-1.46,-0.18,-0.37,-0.39,-1.74,-1.72,1.2,,0.95,,-0.5151,-1.29,-0.227,0.073,-1.6029595,-0.33401516
1950,12,-1.03,-2.48,0.07,,-0.28,-2.31,0.77,-0.94,0.74,,-1.9281,-1.05,-0.027,0.082,-1.9701426,-2.642242
1951,1,-0.42,-1.47,-0.07,-0.81,-1.18,-0.74,0.23,-0.09,1.79,,-0.085,-1.12,0.256,0.096,-0.79805124,-0.9219327
1951,2,0.35,-0.17,-0.58,-1.32,-2.11,-1.66,1.25,-1.3,1.23,,-0.3999,-0.6,0.211,-0.008,-1.1039646,-1.6372437
1951,3,-1.47,-2.34,-0.29,0.2,-1.09,0.11,-0.91,,-1.29,,-1.9341,-0.28,0.259,0.006,-1.8248847,-1.354517
1951,4,-0.38,0.42,-0.19,0.02,0.47,-2.31,-0.77,,-0.38,,-0.7765,-0.13,-0.514,0.162,-1.9950327,-0.4235505
1951,5,-0.5,-1.13,0.7,-0.04,1.19,0.93,0.5,,-0.19,,-0.8628,-0.03,-0.138,0.166,-0.22244407,-0.8006331
1951,6,-1.35,-0.08,0.1,-0.62,-0.54,1.91,-0.02,,1.32,,-0.9179,0.1,-0.19,0.283,-0.65659815,0.3976758
1951,7,1.39,-0.58,0.88,0.98,-0.44,-0.86,-1.57,,0.47,,0.09,0.25,-0.22,0.415,-0.25691843,0.9592166
1951,8,-0.41,0.69,0.73,0.41,0.02,-3.26,1.53,,0.17,-0.92,-0.3774,0.4,0.124,0.297,-1.5258675,0.3036251
1951,9,-1.18,0.56,-3.45,1.42,-0.08,-0.26,-0.82,,-0.8,0.57,-0.8178,0.32,-0.005,0.243,0.05141747,-0.059728622
1951,10,2.54,-0.68,-0.47,-0.11,0.43,0.59,0.78,,-0.28,,-0.2129,0.57,-0.168,0.252,1.1253868,-1.2581625
1951,11,-0.54,0.11,0.62,0.62,0.21,0.48,0.43,,2.32,,-0.0685,0.44,0.122,0.168,-0.93757105,-1.4564879
1951,12,1.13,0.21,0.2,,-1.59,0.04,-0.71,0.58,0.47,,1.9872,0.38,-0.072,0.168,-0.09728694,-0.06178975
1952,1,0.57,-2.26,1.43,1.59,-3.19,-1.07,-0.5,-0.21,-0.27,,0.3682,0.19,-0.069,0.165,-1.1578094,-0.7018268
1952,2,-1.38,-1.84,0.88,-1.09,0.08,-1.46,-0.75,0.07,0.02,,-1.7472,0.09,0.08,0.176,-0.84281003,0.43561184
1952,3,-1.97,0.26,0.06,-2.13,-0.69,0.16,-0.39,,0.25,,-1.8595,-0.3,0.126,0.224,0.22316533,-1.1172426
1952,4,0.95,0.95,0.28,-2.44,0.89,0.12,1.01,,0.13,,0.5385,0.29,0.074,0.184,0.46781653,-0.5193319
1952,5,-0.99,-0.18,0.93,0.06,-0.79,0.24,-0.38,,-0.81,,-0.7735,-0.26,-0.148,0.174,-0.25114602,-0.053916693
1952,6,-0.1,-0.14,1.08,-0.25,0.53,-0.4,-0.56,,-1.61,,-0.4409,-0.79,0.019,0.376,-0.68665814,0.4323268
1952,7,-0.06,0.52,-1.02,1.3,-1.57,-1.26,0.16,,0.94,,0.3831,-0.72,-0.43,0.366,-0.48639333,0.7539567
1952,8,-0.49,-0.16,-1.43,1.35,0.77,-0.95,-0.99,,1.26,-0.24,-0.0304,-0.49,-0.463,0.397,-0.7860851,0.4562949
1952,9,-0.38,-2.13,-1.94,0.35,0.4,-1.68,-0.7,,-0.77,0.87,-0.3834,-0.4,-0.606,0.355,-1.1954745,0.2830748
1952,10,-0.28,-0.54,1.39,1.1,1.05,-0.42,1.78,,0.16,,-0.4372,-0.2,-0.546,0.348,-0.7296828,-0.29742882
1952,11,-1.32,-1.43,0.61,-0.62,0.77,-1.55,1.24,,-0.05,,-1.8909,-0.44,-0.171,0.244,-1.3728106,-0.6575611
1952,12,-0.49,-1.31,0.71,,0.63,-0.26,0.85,-1.89,0.61,,-1.8267,-0.6,-0.031,0.334,-0.8002217,-0.84752697
1953,1,-0.12,-2.69,-1.24,0.24,0.18,0.84,-0.09,-0.74,-0.06,,-1.0362,0.27,0.304,0.258,0.96197414,-0.28438786
1953,2,-1.0,-1.34,1.38,-1.51,1.04,-0.25,-0.61,1.04,1.09,,-0.2493,0.18,0.285,0.178,0.84306854,0.016486764
1953,3,-0.45,-1.02,0.58,-2.29,-0.44,1.73,-1.16,,2.08,,1.0683,-0.0,0.188,0.134,2.238755,0.7800666
1953,4,-1.96,-0.02,-1.86,-0.07,0.78,-1.66,-0.19,,-0.01,,-1.2558,0.37,-0.054,0.306,-1.7612175,-0.8736867
1953,5,-0.56,-1.54,-0.51,-0.63,1.14,0.09,-0.53,,-0.81,,-0.5621,0.35,0.316,0.335,0.14725822,0.10558936
1953,6,1.41,-1.32,-0.57,3.88,-1.6,-0.71,1.6,,-1.73,,0.0225,0.53,-0.113,0.268,-0.19438064,-0.36226642
1953,7,0.43,0.74,-1.1,0.99,0.27,-0.71,-1.58,,-0.42,,0.3332,0.24,-0.178,0.337,-1.1687651,1.3478379
1953,8,-1.04,0.01,1.04,-0.54,-1.15,-1.41,0.32,,-1.4,-0.49,0.085,0.05,-0.231,0.251,-0.9052396,1.3185928
